trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
553,False,"{'a': 0.75, 'e': 0.03622520977144615}",25,7,21.01973463064957,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.75, 'e': 0.036008509264439624}",25,16,20.074551379223337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.75, 'e': 0.03579310506765554}",30,19,21.612400580354482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.75, 'e': 0.035578989426519554}",25,8,28.58257264360165,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.75, 'e': 0.03536615463284546}",30,21,16.981352896767266,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.75, 'e': 0.035154593024557694}",20,2,16.352163897618553,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.75, 'e': 0.03494429698541551}",25,13,25.296323541706315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.75, 'e': 0.0347352589447388}",25,17,15.69244355804397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.75, 'e': 0.03452747137713551}",20,0,32.717401091939024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.75, 'e': 0.03432092680223076}",20,8,20.25338704411874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.75, 'e': 0.03411561778439756}",25,17,16.14603389890968,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.75, 'e': 0.03391153693248909}",25,3,37.74023818665288,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.75, 'e': 0.03370867689957264}",30,23,15.486845021093792,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.75, 'e': 0.033507030382665115}",20,8,22.939159226951393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.75, 'e': 0.03330659012247013}",35,18,33.527408941790085,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.75, 'e': 0.033107348903116667}",20,12,4.844477412432974,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.75, 'e': 0.032909299551899314}",20,8,1.9946492194663974,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
570,False,"{'a': 0.75, 'e': 0.03271243493902004}",20,13,13.934360593374134,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.75, 'e': 0.03251674797733152}",20,10,18.66085625311932,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.75, 'e': 0.032322231622082}",20,16,7.030354266707263,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.75, 'e': 0.032128878870661674}",20,11,18.63578575893078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.75, 'e': 0.031936682762350614}",20,14,13.585951030180318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.75, 'e': 0.03174563637806817}",20,9,19.917678696880646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.75, 'e': 0.03155573284012386}",25,15,16.665914293758416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.75, 'e': 0.03136696531196983}",30,0,43.70538390238641,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
578,False,"{'a': 0.75, 'e': 0.03117932699795466}",25,17,15.52549766897511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.75, 'e': 0.03099281114307879}",20,6,26.824101132687833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.75, 'e': 0.030807411032751298}",30,8,19.578692775789236,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.75, 'e': 0.03062311999254819}",30,20,20.884209289324204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.75, 'e': 0.030439931387972113}",25,14,19.658837212827997,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.75, 'e': 0.03025783862421352}",30,18,21.753317764194264,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.75, 'e': 0.03007683514591325}",25,19,11.98587332681425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.75, 'e': 0.029896914436926533}",25,8,30.758289499936787,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.75, 'e': 0.029718070020088416}",20,15,9.759444674864028,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.75, 'e': 0.02954029545698058}",35,23,20.128503925976368,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.75, 'e': 0.029363584347699548}",30,10,37.15813193370914,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.75, 'e': 0.029187930330626305}",25,15,19.85131078433791,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.75, 'e': 0.029013327082197265}",20,13,14.747408583695668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.75, 'e': 0.028839768316676628}",30,20,17.720465043643117,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.75, 'e': 0.028667247785930088}",20,10,20.568201899602876,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.75, 'e': 0.02849575927919991}",30,10,30.2462577431669,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.75, 'e': 0.028325296622881326}",20,3,30.167121888767714,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.75, 'e': 0.028155853680300304}",20,10,19.696291369787016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.75, 'e': 0.02798742435149261}",25,19,12.116647269364533,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.75, 'e': 0.027820002572984212}",25,11,27.716081802694983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.75, 'e': 0.02765358231757301}",20,9,19.195863049295358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.75, 'e': 0.02748815759411183}",35,21,28.26054008220604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.75, 'e': 0.02732372244729276}",25,12,23.51890075594918,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.75, 'e': 0.02716027095743276}",30,11,39.268869941785056,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.75, 'e': 0.026997797240260538}",30,18,22.29967048795551,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.75, 'e': 0.026836295446704732}",30,18,11.908371497060358,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
604,False,"{'a': 0.75, 'e': 0.02667575976268333}",25,13,19.60271774512253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.75, 'e': 0.02651618440889437}",20,8,22.72997699398804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.75, 'e': 0.026357563640607883}",20,9,24.416694793930247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.75, 'e': 0.026199891747459077}",20,0,5.028836602356301,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
608,False,"{'a': 0.75, 'e': 0.026043163053242772}",20,12,16.02677890870499,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.75, 'e': 0.02588737191570905}",20,11,20.84043275873589,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.75, 'e': 0.02573251272636013}",30,19,19.79393946379394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.75, 'e': 0.025578579910248478}",30,16,14.741679257103108,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.75, 'e': 0.025425567925776084}",20,8,24.49729158969177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.75, 'e': 0.02527347126449498}",20,4,23.227250191079996,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.75, 'e': 0.025122284450908937}",20,10,17.931315750912336,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.75, 'e': 0.024972002042276335}",25,13,21.417487228770263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.75, 'e': 0.024822618628414235}",20,11,16.571481913234766,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.75, 'e': 0.024674128831503606}",30,13,34.260995132847,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.75, 'e': 0.024526527305895718}",25,5,32.985912910266684,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.75, 'e': 0.02437980873791971}",35,23,-18.686649445702738,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
620,False,"{'a': 0.75, 'e': 0.024233967845691293}",30,8,38.14436358129141,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.75, 'e': 0.02408899937892259}",25,7,-11.256770204267374,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
622,False,"{'a': 0.75, 'e': 0.023944898118733144}",30,15,16.741419016419336,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.75, 'e': 0.023801658877462026}",20,14,11.763397301058111,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.75, 'e': 0.02365927649848108}",30,7,38.94305994685307,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.75, 'e': 0.02351774585600928}",20,10,17.465462457402868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.75, 'e': 0.02337706185492822}",25,15,18.247458505801028,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.75, 'e': 0.02323721943059866}",20,9,18.005237465433705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.75, 'e': 0.023098213548678227}",25,0,38.06345419507665,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
629,False,"{'a': 0.75, 'e': 0.022960039204940153}",25,20,9.640191084490915,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.75, 'e': 0.022822691425093147}",35,13,46.01328169264844,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.75, 'e': 0.022686165264602296}",20,14,12.473222542068498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.75, 'e': 0.02255045580851108}",20,8,25.18296660343544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.75, 'e': 0.022415558171264425}",20,11,16.312397853809763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.75, 'e': 0.022281467496532818}",20,13,15.157550411301067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.75, 'e': 0.022148178957037485}",25,19,6.219102218568484,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.75, 'e': 0.022015687754376612}",30,16,28.04016697077448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.75, 'e': 0.021883989118852594}",25,14,18.63643460391343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.75, 'e': 0.021753078309300327}",20,5,27.32555127821616,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.75, 'e': 0.021622950612916532}",35,18,32.03068892329049,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.75, 'e': 0.021493601345090083}",20,6,21.29482602313399,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.75, 'e': 0.021365025849233367}",20,8,21.693542631292857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.75, 'e': 0.02123721949661465}",20,9,23.187241742196157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.75, 'e': 0.021110177686191434}",35,15,42.020481544284536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.75, 'e': 0.020983895844444822}",25,18,-30.952960799343323,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
645,False,"{'a': 0.75, 'e': 0.020858369425214875}",25,3,42.19718632545419,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.75, 'e': 0.020733593909536944}",25,20,8.87346912494122,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.75, 'e': 0.020609564805478986}",30,23,15.177411832118256,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.75, 'e': 0.02048627764797986}",20,10,20.69942941436799,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.75, 'e': 0.020363727998688585}",35,17,32.64493493390278,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.75, 'e': 0.020241911445804544}",25,17,12.826596596217936,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.75, 'e': 0.020120823603918682}",30,16,26.773061884204466,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.75, 'e': 0.020000460113855614}",25,8,30.017395822998253,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.75, 'e': 0.019880816642516695}",20,16,8.4020907057192,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.75, 'e': 0.019761888882724038}",20,13,11.757549276687124,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.75, 'e': 0.019643672553065445}",25,13,20.949441922924105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.75, 'e': 0.01952616339774028}",20,10,21.49056498151436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.75, 'e': 0.019409357186406264}",25,8,29.672399753254215,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.75, 'e': 0.019293249714027173}",25,19,10.576901936565719,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.75, 'e': 0.019177836800721458}",20,12,17.66169695580043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.75, 'e': 0.01906311429161178}",20,12,16.439536088717233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.75, 'e': 0.018949078056675416}",20,10,20.458488892979805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.75, 'e': 0.018835723990595597}",25,0,46.07957764319139,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
663,False,"{'a': 0.75, 'e': 0.0187230480126137}",20,16,6.7327814231742025,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.75, 'e': 0.01861104606638235}",25,11,21.631017092469595,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.75, 'e': 0.018499714119819384}",25,5,34.27646160850704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.75, 'e': 0.018389048164962705}",30,19,22.140418338085258,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.75, 'e': 0.01827904421782598}",20,8,20.279409805952334,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.75, 'e': 0.01816969831825524}",25,19,10.571598011907362,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.75, 'e': 0.018061006529786285}",20,16,7.471205185196992,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.75, 'e': 0.017952964939502995}",20,6,24.738356105277596,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.75, 'e': 0.017845569657896448}",20,12,18.153730376734394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.75, 'e': 0.01773881681872491}",20,7,24.93068384048116,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.75, 'e': 0.01763270257887464}",30,8,35.63948851894407,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.75, 'e': 0.01752722311822154}",20,13,14.21272359010478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.75, 'e': 0.017422374639493643}",20,8,22.576811177004323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.75, 'e': 0.017318153368134387}",20,5,25.60922080619585,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.75, 'e': 0.017214555552166746}",20,1,25.87156729417614,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.75, 'e': 0.017111577462058155}",20,8,24.003965205394437,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.75, 'e': 0.017009215390586252}",25,4,35.92598119245157,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.75, 'e': 0.016907465652705407}",20,6,23.924546274503253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.75, 'e': 0.01680632458541407}",30,17,4.462689603380725,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
682,False,"{'a': 0.75, 'e': 0.01670578854762289}",20,0,31.058181244990035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
683,False,"{'a': 0.75, 'e': 0.016605853920023655}",35,16,34.55882568262287,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.75, 'e': 0.016506517104958974}",30,21,14.441764531060599,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.75, 'e': 0.016407774526292777}",20,13,14.290403448220808,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.75, 'e': 0.016309622629281567}",35,18,33.9452091808937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.75, 'e': 0.016212057880446454}",20,3,29.61934987831416,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.75, 'e': 0.016115076767445943}",30,20,19.142404401049234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.75, 'e': 0.01601867579894949}",25,13,23.55935801232141,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.75, 'e': 0.015922851504511816}",25,12,24.83312351701499,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.75, 'e': 0.015827600434447975}",25,13,21.52661991585178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.75, 'e': 0.015732919159709157}",25,20,11.07599800171146,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.75, 'e': 0.015638804271759246}",20,0,30.381598871957355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
694,False,"{'a': 0.75, 'e': 0.015545252382452112}",20,6,26.020164753016022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.75, 'e': 0.015452260123909635}",25,18,12.755311360293385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.75, 'e': 0.015359824148400465}",25,6,35.884166347245404,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.75, 'e': 0.015267941128219501}",25,13,23.668742446863046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.75, 'e': 0.015176607755568092}",25,12,23.591317910436224,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.75, 'e': 0.015085820742434959}",25,7,33.01924158203553,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.75, 'e': 0.014995576820477825}",30,15,26.652152969899,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.75, 'e': 0.01490587274090575}",20,2,27.419451754952288,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.75, 'e': 0.014816705274362185}",25,4,33.983885169665086,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.75, 'e': 0.014728071210808704}",30,16,24.087997256623414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.75, 'e': 0.014639967359409445}",20,16,6.459843803955863,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.75, 'e': 0.014552390548416243}",20,13,15.681314227543051,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.75, 'e': 0.014465337625054444}",25,18,12.269266715596235,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.75, 'e': 0.014378805455409406}",25,8,12.124379314620317,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
708,False,"{'a': 0.75, 'e': 0.014292790924313676}",20,14,13.161599796111922,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.75, 'e': 0.014207290935234844}",20,16,8.003127325364332,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.75, 'e': 0.01412230241016407}",20,13,12.51622619256871,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.75, 'e': 0.01403782228950527}",20,9,22.707195085787312,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.75, 'e': 0.013953847531964981}",20,9,17.62798844476039,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.75, 'e': 0.01387037511444286}",20,15,7.50952267185219,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.75, 'e': 0.013787402031922861}",35,26,12.008790754389143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.75, 'e': 0.013704925297365052}",20,13,11.95933273159559,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.75, 'e': 0.013622941941598084}",35,17,35.19876561055265,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.75, 'e': 0.013541449013212291}",30,22,13.949533784944917,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.75, 'e': 0.013460443578453453}",25,15,19.21792015535921,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.75, 'e': 0.013379922721117168}",25,13,22.932866537767424,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.75, 'e': 0.013299883542443878}",20,11,16.389644854757503,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.75, 'e': 0.013220323161014505}",25,14,10.02303870418574,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.75, 'e': 0.013141238712646724}",20,16,7.692472558165955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.75, 'e': 0.013062627350291855}",30,15,28.875948912747344,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.75, 'e': 0.01298448624393236}",20,10,17.398520068733035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.75, 'e': 0.012906812580479973}",20,6,25.67672301408972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.75, 'e': 0.012829603563674422}",20,16,10.20951757449685,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.75, 'e': 0.012752856413982761}",20,10,16.94092172398391,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.75, 'e': 0.012676568368499314}",25,11,25.245814737375813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.75, 'e': 0.012600736680846204}",30,20,19.352639264453053,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.75, 'e': 0.012525358621074486}",20,0,31.24958168754727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
731,False,"{'a': 0.75, 'e': 0.012450431475565866}",25,2,34.01191620186924,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.75, 'e': 0.012375952546935015}",20,14,9.911887142298571,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.75, 'e': 0.012301919153932458}",20,2,33.257237342694836,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.75, 'e': 0.012228328631348052}",25,12,23.9888304915465,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.75, 'e': 0.012155178329915035}",20,14,12.962047980926805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.75, 'e': 0.012082465616214656}",35,21,26.789412260988158,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.75, 'e': 0.012010187872581369}",30,18,19.88964158816043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.75, 'e': 0.011938342497008597}",20,6,23.3471220475186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
