trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.75, 'e': 0.3335374920516938}",20,0,-53.77872183154103,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
184,False,"{'a': 0.75, 'e': 0.3315422587848803}",20,0,14.510101602200244,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.75, 'e': 0.32955896107518967}",20,0,0.8684009829370005,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
186,False,"{'a': 0.75, 'e': 0.32758752752369014}",25,13,23.453419615116047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.75, 'e': 0.32562788715856095}",20,13,2.555958849866933,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.75, 'e': 0.32367996943253735}",30,6,-15.152038154826446,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 0}",1
189,False,"{'a': 0.75, 'e': 0.3217437042203708}",30,23,15.555364742735172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.75, 'e': 0.3198190218163045}",20,0,25.865175918871024,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.75, 'e': 0.3179058529315641}",25,0,-49.742250206162964,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
192,False,"{'a': 0.75, 'e': 0.3160041286918631}",25,0,7.036150496062067,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.75, 'e': 0.3141137806349235}",20,0,1.320093723856194,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
194,False,"{'a': 0.75, 'e': 0.3122347407080111}",25,0,-36.26502857433523,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
195,False,"{'a': 0.75, 'e': 0.3103669412654856}",35,5,-56.441009368517435,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",1
196,False,"{'a': 0.75, 'e': 0.3085103150663653}",20,0,-22.583386630603698,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
197,False,"{'a': 0.75, 'e': 0.30666479527190654}",25,9,17.347874117948315,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.75, 'e': 0.30483031544319744}",20,0,-121.72843216305547,"{0: 14, 1: 1, 2: 0, 3: 3, 4: 2}",0
199,False,"{'a': 0.75, 'e': 0.30300680953876596}",20,0,18.276524257210053,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.75, 'e': 0.3011942119122027}",25,0,-17.46516389720626,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
201,False,"{'a': 0.75, 'e': 0.29939245730979724}",20,10,19.682099526087686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.75, 'e': 0.2976014808681894}",30,16,17.432859042857967,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.75, 'e': 0.29582121811203377}",20,14,-0.4183229739994694,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.75, 'e': 0.2940516049516789}",20,5,27.829227090292328,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.75, 'e': 0.29229257768086}",20,0,-27.590459605263185,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
206,False,"{'a': 0.75, 'e': 0.29054407297440515}",25,1,-20.67456401030592,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 0}",1
207,False,"{'a': 0.75, 'e': 0.2888060278859562}",30,4,-40.94854841790415,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 1}",1
208,False,"{'a': 0.75, 'e': 0.2870783798457023}",20,6,-17.61138472068633,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.75, 'e': 0.28536106665812727}",20,6,13.706885498289912,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.75, 'e': 0.283654026499771}",20,0,-18.84157126676895,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
211,False,"{'a': 0.75, 'e': 0.28195719791700335}",20,0,-40.38969795669893,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
212,False,"{'a': 0.75, 'e': 0.2802705198238122}",20,3,13.497845320046402,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.75, 'e': 0.2785939314996039}",30,8,32.50576286137561,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.75, 'e': 0.2769273725870178}",20,13,-29.461883914136788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
215,False,"{'a': 0.75, 'e': 0.27527078308975295}",20,1,13.634238717272627,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.75, 'e': 0.27362410337040866}",20,4,-12.109158525357687,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.75, 'e': 0.2719872741483371}",20,12,13.358210355958017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.75, 'e': 0.2703602364975096}",25,11,11.702558060425224,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.75, 'e': 0.26874293184439496}",20,0,-4.647308745343463,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
220,False,"{'a': 0.75, 'e': 0.26713530196585095}",20,0,-7.39145962596451,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
221,False,"{'a': 0.75, 'e': 0.2655372889870284}",20,12,3.867838667750414,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.75, 'e': 0.2639488353792874}",20,16,8.695205301109919,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.75, 'e': 0.2623698839581266}",20,13,12.387583845003897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.75, 'e': 0.26080037788112426}",25,11,17.110626797674712,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.75, 'e': 0.2592402606458921}",20,0,2.794561748237693,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
226,False,"{'a': 0.75, 'e': 0.2576894760880412}",25,14,-4.140916915793633,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.75, 'e': 0.25614796837916}",25,0,-23.302042342064965,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
228,False,"{'a': 0.75, 'e': 0.2546156820248044}",25,20,9.140309551938971,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.75, 'e': 0.25309256186250023}",25,13,11.553821828652541,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.75, 'e': 0.2515785530597571}",20,0,0.9919770445498411,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
231,False,"{'a': 0.75, 'e': 0.2500736011120947}",20,14,11.639883645937658,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.75, 'e': 0.2485776518410803}",20,0,7.1957864897539245,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
233,False,"{'a': 0.75, 'e': 0.2470906513923786}",30,13,24.693205345092274,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.75, 'e': 0.24561254623381285}",20,11,-1.677734485260511,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.75, 'e': 0.2441432831534377}",25,13,21.196311815455903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.75, 'e': 0.24268280925762356}",25,14,-5.002617548654966,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.75, 'e': 0.2412310719691525}",25,6,10.357239667779321,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.75, 'e': 0.23978801902532532}",30,4,31.193142565595775,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.75, 'e': 0.23835359847608018}",20,6,0.9923325671677008,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
240,False,"{'a': 0.75, 'e': 0.23692775868212237}",20,16,9.354607543313914,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.75, 'e': 0.23551044831306536}",20,0,3.1210724615365795,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
242,False,"{'a': 0.75, 'e': 0.2341016163455828}",20,12,-4.687702149513856,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
243,False,"{'a': 0.75, 'e': 0.23270121206157166}",35,1,36.79861789378761,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.75, 'e': 0.2313091850463265}",20,0,11.076861175552605,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
245,False,"{'a': 0.75, 'e': 0.22992548518672443}",30,14,-3.9601663704465233,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
246,False,"{'a': 0.75, 'e': 0.22855006266942107}",20,12,-38.17240875348394,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
247,False,"{'a': 0.75, 'e': 0.22718286797905726}",20,6,0.18426100056311978,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
248,False,"{'a': 0.75, 'e': 0.22582385189647647}",20,6,5.469604253155391,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.75, 'e': 0.22447296549695295}",20,0,-34.27261838567357,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
250,False,"{'a': 0.75, 'e': 0.22313016014843043}",25,4,-25.960583786393812,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
251,False,"{'a': 0.75, 'e': 0.22179538750977135}",20,0,15.542743563767603,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.75, 'e': 0.22046859952901654}",25,0,-3.804324123949213,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
253,False,"{'a': 0.75, 'e': 0.2191497484416554}",30,7,14.988231522726176,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.75, 'e': 0.2178387867689064}",20,0,4.9668100682871295,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
255,False,"{'a': 0.75, 'e': 0.21653566731600765}",20,6,22.06959463074002,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.75, 'e': 0.21524034317051818}",20,10,16.768608097339907,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.75, 'e': 0.21395276770062885}",20,13,12.917108664356569,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.75, 'e': 0.21267289455348365}",20,8,-13.351478813642483,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
259,False,"{'a': 0.75, 'e': 0.2114006776535111}",25,0,-87.88110975578246,"{0: 21, 1: 0, 2: 0, 3: 2, 4: 2}",0
260,False,"{'a': 0.75, 'e': 0.21013607120076536}",25,19,5.297404935895635,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.75, 'e': 0.20887902966927757}",20,3,0.2329838711198584,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.75, 'e': 0.20762950780541684}",25,10,18.97022415123356,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.75, 'e': 0.2063874606262611}",20,16,6.9246931183107225,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.75, 'e': 0.2051528434179778}",25,14,20.94045280811782,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.75, 'e': 0.20392561173421406}",25,9,-10.592869136431423,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.75, 'e': 0.20270572139449675}",25,11,15.08582093567758,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.75, 'e': 0.2014931284826419}",25,8,6.431584373511804,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
268,False,"{'a': 0.75, 'e': 0.2002877893451737}",20,0,7.671505639449807,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.75, 'e': 0.19908966058975303}",20,8,-61.904731315086906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
270,False,"{'a': 0.75, 'e': 0.1978986990836153}",25,8,12.786417849554628,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.75, 'e': 0.19671486195201765}",20,13,13.42416501447594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.75, 'e': 0.19553810657669551}",25,15,10.387834467097349,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.75, 'e': 0.19436839059432828}",25,16,3.7810624195073546,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.75, 'e': 0.19320567189501425}",25,19,13.105848170634868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.75, 'e': 0.1920499086207547}",20,0,32.04614035445283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.75, 'e': 0.1909010591639469}",20,12,12.525066510701569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.75, 'e': 0.18975908216588633}",20,12,18.296148812781844,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.75, 'e': 0.18862393651527776}",20,8,-3.7203668526734948,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.75, 'e': 0.18749558134675515}",30,16,14.586904472989577,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.75, 'e': 0.18637397603941055}",20,11,8.47929771556128,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.75, 'e': 0.1852590802153318}",25,17,-5.837458213731536,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.75, 'e': 0.1841508537381488}",35,16,16.269384629652592,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.75, 'e': 0.18304925671158867}",25,7,30.98510555832385,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.75, 'e': 0.1819542494780395}",20,6,14.956058053048555,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.75, 'e': 0.18086579261712266}",30,17,20.874360799609732,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.75, 'e': 0.17978384694427355}",30,13,-23.20485837878377,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
287,False,"{'a': 0.75, 'e': 0.1787083735093311}",25,11,29.05949852780939,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.75, 'e': 0.17763933359513553}",30,2,10.417777219462717,"{0: 25, 1: 2, 2: 0, 3: 1, 4: 0}",1
289,False,"{'a': 0.75, 'e': 0.17657668871613444}",25,5,30.78872851283626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.75, 'e': 0.17552040061699745}",20,14,12.105619927207478,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.75, 'e': 0.17447043127123887}",25,5,27.733551543622266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.75, 'e': 0.1734267428798489}",20,13,1.1260185497164212,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.75, 'e': 0.17238929786993273}",20,3,30.543989454975154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.75, 'e': 0.17135805889335795}",25,0,8.038926669680247,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
295,False,"{'a': 0.75, 'e': 0.17033298882541}",20,10,15.91109908208716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.75, 'e': 0.16931405076345576}",25,3,27.818057070933325,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.75, 'e': 0.16830120802561493}",20,9,23.345427185565274,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.75, 'e': 0.1672944241494396}",25,8,20.07407195697482,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.75, 'e': 0.16629366289060146}",20,12,2.200064019117794,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.75, 'e': 0.16529888822158711}",25,0,-84.46600277956179,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",1
301,False,"{'a': 0.75, 'e': 0.16431006433040105}",20,8,1.7218503339504572,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.75, 'e': 0.16332715561927638}",20,10,-22.574938910109214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.75, 'e': 0.16235012670339335}",20,12,-26.557640791250012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.75, 'e': 0.16137894240960549}",20,6,8.141102355127732,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.75, 'e': 0.16041356777517332}",35,21,26.925874816568047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.75, 'e': 0.15945396804650575}",35,21,3.393645435532777,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.75, 'e': 0.1585001086779089}",25,8,20.237910835733526,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.75, 'e': 0.15755195533034247}",25,9,31.67907842527369,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.75, 'e': 0.15660947387018356}",20,12,7.9556391871107985,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.75, 'e': 0.15567263036799783}",25,11,22.392730214121332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.75, 'e': 0.15474139109731802}",30,16,-1.8499284244674186,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.75, 'e': 0.15381572253342982}",25,7,-7.866215013195056,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
313,False,"{'a': 0.75, 'e': 0.15289559135216493}",30,18,23.044895082399293,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.75, 'e': 0.15198096442870146}",25,11,17.37654715760071,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.75, 'e': 0.1510718088363714}",20,0,12.213360167227663,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
316,False,"{'a': 0.75, 'e': 0.1501680918454752}",35,26,2.937155166040538,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
317,False,"{'a': 0.75, 'e': 0.1492697809221036}",20,7,18.38873409735288,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.75, 'e': 0.14837684372696638}",20,5,26.806467030869964,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.75, 'e': 0.14748924811422803}",30,18,-4.443287592896882,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
320,False,"{'a': 0.75, 'e': 0.14660696213035065}",20,16,5.372008959101303,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.75, 'e': 0.14572995401294356}",20,6,25.332100365239416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.75, 'e': 0.14485819218961976}",20,14,11.956389400207483,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.75, 'e': 0.1439916452768595}",20,14,12.710052923870006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.75, 'e': 0.14313028207888034}",20,12,14.794402868583353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.75, 'e': 0.1422740715865141}",25,11,-71.79509036298869,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
326,False,"{'a': 0.75, 'e': 0.14142298297609057}",20,0,14.160182249626434,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.75, 'e': 0.1405769856083279}",20,11,11.309747739516016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.75, 'e': 0.13973604902722947}",20,12,3.3697596061374377,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.75, 'e': 0.13890014295898753}",25,12,24.11558918575697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.75, 'e': 0.13806923731089335}",30,21,16.35972116018026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.75, 'e': 0.13724330217025385}",25,14,-22.647531037032557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.75, 'e': 0.13642230780331477}",20,13,3.287818348600151,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.75, 'e': 0.13560622465419023}",30,24,10.386432539465007,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.75, 'e': 0.13479502334379873}",25,19,8.631824599567992,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.75, 'e': 0.13398867466880549}",25,9,26.727946882147112,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.75, 'e': 0.13318714960057113}",20,4,-35.75820952788237,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
337,False,"{'a': 0.75, 'e': 0.1323904192841066}",25,16,6.950022981338943,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.75, 'e': 0.1315984550370345}",20,4,30.206716071001136,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.75, 'e': 0.13081122834855638}",20,9,-0.34100984612705787,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
340,False,"{'a': 0.75, 'e': 0.13002871087842643}",25,13,19.37152266536796,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.75, 'e': 0.12925087445593123}",20,7,22.904999934023603,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.75, 'e': 0.12847769107887555}",20,9,20.715559350400753,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.75, 'e': 0.12770913291257432}",30,9,17.54676454365684,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.75, 'e': 0.12694517228885055}",20,12,13.459986594840554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.75, 'e': 0.12618578170503927}",20,10,6.6764862785359025,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.75, 'e': 0.12543093382299744}",30,12,-16.14164176874496,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
347,False,"{'a': 0.75, 'e': 0.12468060146811981}",25,13,22.259363190144384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.75, 'e': 0.12393475762836055}",20,8,21.19469559153778,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.75, 'e': 0.12319337545326088}",25,3,-13.088147215562417,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
350,False,"{'a': 0.75, 'e': 0.12245642825298243}",30,13,37.78698602508352,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.75, 'e': 0.1217238894973464}",20,14,11.884410493659635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.75, 'e': 0.12099573281487846}",20,6,-27.16468178387526,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
353,False,"{'a': 0.75, 'e': 0.12027193199185941}",30,8,26.323823010769058,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.75, 'e': 0.11955246097138146}",20,10,19.90704289025934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.75, 'e': 0.11883729385241015}",20,9,17.755943471456785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.75, 'e': 0.11812640488885198}",20,9,18.381869618224215,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.75, 'e': 0.11741976848862748}",30,18,-4.244838996470226,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
358,False,"{'a': 0.75, 'e': 0.11671735921274991}",30,6,38.6790732149841,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.75, 'e': 0.1160191517744095}",25,0,31.322689613820195,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
360,False,"{'a': 0.75, 'e': 0.11532512103806304}",20,10,-23.070052644825704,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.75, 'e': 0.11463524201852908}",25,15,-2.13213269001621,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
362,False,"{'a': 0.75, 'e': 0.1139494898800884}",30,16,23.872639585105716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.75, 'e': 0.11326783993558998}",30,15,14.585722945864614,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.75, 'e': 0.11259026764556217}",25,20,12.022245118363337,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.75, 'e': 0.11191674861732936}",20,7,15.895688564067266,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.75, 'e': 0.11124725860413381}",25,15,20.880342259862548,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.75, 'e': 0.11058177350426272}",20,7,20.29917018216944,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
